PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total Spend,Delivery Days,Order Month,Negotiation Savings,Defect Rate %
PO-00549,Alpha_Inc,07-03-2023,18-03-2023,MRO,Delivered,1415,15.22,13.56,30,Yes,21536.3,11,Mar-23,2348.9,2%
PO-00550,Beta_Supplies,12-11-2023,23-11-2023,Packaging,Delivered,354,27.71,23.87,39,No,9809.34,11,Nov-23,1359.36,11%
PO-00551,Gamma_Co,24-01-2023,03-02-2023,MRO,Delivered,1765,81.01,78.43,78,Yes,142982.65,10,Jan-23,4553.7,4%
PO-00552,Beta_Supplies,25-11-2023,09-12-2023,MRO,Delivered,731,19.37,17.3,69,No,14159.47,14,Nov-23,1513.17,9%
PO-00553,Epsilon_Group,28-06-2022,13-07-2022,MRO,Delivered,887,65.89,59.67,29,Yes,58444.43,15,Jun-22,5517.14,3%
PO-00554,Alpha_Inc,23-09-2023,25-09-2023,MRO,Delivered,1856,35.29,32.41,26,Yes,65498.24,2,Sep-23,5345.28,1%
PO-00555,Epsilon_Group,06-08-2023,18-08-2023,Office Supplies,Delivered,1127,49.32,46.49,30,Yes,55583.64,12,Aug-23,3189.41,3%
PO-00556,Delta_Logistics,05-11-2022,19-11-2022,Raw Materials,Delivered,1052,37.78,32.6,162,Yes,39744.56,14,Nov-22,5449.36,15%
PO-00557,Gamma_Co,20-02-2023,22-02-2023,Raw Materials,Delivered,493,44.74,41.44,24,No,22056.82,2,Feb-23,1626.9,5%
PO-00558,Delta_Logistics,16-07-2023,29-07-2023,MRO,Partially Delivered,662,81.44,71.33,87,Yes,53913.28,13,Jul-23,6692.82,13%
PO-00559,Alpha_Inc,01-01-2022,07-01-2022,Raw Materials,Delivered,1042,36.74,35.78,33,Yes,38283.08,6,Jan-22,1000.32,3%
PO-00560,Alpha_Inc,08-11-2022,,Raw Materials,Delivered,313,64.03,57.74,1,Yes,20041.39,-44873,Nov-22,1968.77,0%
PO-00561,Alpha_Inc,21-10-2022,10-11-2022,Office Supplies,Delivered,1126,55.22,50.38,,Yes,62177.72,20,Oct-22,5449.84,0%
PO-00562,Gamma_Co,04-08-2022,19-08-2022,MRO,Delivered,1645,72.17,64,79,Yes,118719.65,15,Aug-22,13439.65,5%
PO-00563,Beta_Supplies,17-03-2023,20-03-2023,Packaging,Delivered,1053,100.92,92.35,104,Yes,106268.76,3,Mar-23,9024.21,10%
PO-00564,Epsilon_Group,17-08-2023,29-08-2023,MRO,Delivered,1693,83.14,73.3,62,Yes,140756.02,12,Aug-23,16659.12,4%
PO-00565,Epsilon_Group,14-09-2023,03-10-2023,Raw Materials,Pending,54,32.28,28.65,3,Yes,1743.12,19,Sep-23,196.02,6%
PO-00566,Epsilon_Group,02-11-2023,07-11-2023,Packaging,Delivered,1176,14.22,12.21,33,Yes,16722.72,5,Nov-23,2363.76,3%
PO-00567,Epsilon_Group,26-11-2022,08-12-2022,Raw Materials,Delivered,1269,35.28,33.7,35,Yes,44770.32,12,Nov-22,2005.02,3%
PO-00568,Epsilon_Group,22-04-2023,25-04-2023,Raw Materials,Delivered,823,68.32,64.46,19,Yes,56227.36,3,Apr-23,3176.78,2%
PO-00569,Beta_Supplies,29-03-2023,15-04-2023,Electronics,Delivered,926,15.65,13.49,94,No,14491.9,17,Mar-23,2000.16,10%
PO-00570,Delta_Logistics,29-03-2023,09-04-2023,Electronics,Cancelled,1041,58.5,52.54,170,No,60898.5,11,Mar-23,6204.36,16%
PO-00571,Gamma_Co,23-11-2023,01-12-2023,Electronics,Pending,933,70.72,65.47,42,Yes,65981.76,8,Nov-23,4898.25,5%
PO-00572,Delta_Logistics,07-08-2022,,Raw Materials,Delivered,1423,41.48,40.9,199,Yes,59026.04,-44780,Aug-22,825.34,14%
PO-00573,Delta_Logistics,08-06-2023,14-06-2023,MRO,Delivered,96,86.13,80.32,12,No,8268.48,6,Jun-23,557.76,13%
PO-00574,Epsilon_Group,30-04-2023,13-05-2023,MRO,Delivered,916,21.06,19.53,25,Yes,19290.96,13,Apr-23,1401.48,3%
PO-00575,Epsilon_Group,23-06-2022,,Raw Materials,Delivered,872,17.18,16.63,20,Yes,14980.96,-44735,Jun-22,479.6,2%
PO-00576,Beta_Supplies,06-11-2023,15-11-2023,Electronics,Delivered,985,83.85,80.88,,No,82592.25,9,Nov-23,2925.45,0%
PO-00577,Gamma_Co,28-03-2022,04-04-2022,Raw Materials,Delivered,1893,55.14,50.1,98,Yes,104380.02,7,Mar-22,9540.72,5%
PO-00578,Alpha_Inc,18-10-2022,,MRO,Delivered,705,75.19,69.55,19,Yes,53008.95,-44852,Oct-22,3976.2,3%
PO-00579,Delta_Logistics,12-06-2023,28-06-2023,MRO,Delivered,318,53.31,51.78,,No,16952.58,16,Jun-23,486.54,0%
PO-00580,Alpha_Inc,11-11-2023,16-11-2023,Office Supplies,Pending,419,35.72,32.74,7,Yes,14966.68,5,Nov-23,1248.62,2%
PO-00581,Gamma_Co,11-10-2023,26-10-2023,MRO,Delivered,685,92.51,90.05,38,Yes,63369.35,15,Oct-23,1685.1,6%
PO-00582,Delta_Logistics,27-09-2023,12-10-2023,Office Supplies,Partially Delivered,1179,90.14,82.63,194,Yes,106275.06,15,Sep-23,8854.29,16%
PO-00583,Alpha_Inc,10-12-2022,,Raw Materials,Delivered,1743,76.51,65.88,40,Yes,133356.93,-44905,Dec-22,18528.09,2%
PO-00584,Alpha_Inc,06-04-2022,17-04-2022,MRO,Delivered,1732,35.01,34.18,40,Yes,60637.32,11,Apr-22,1437.56,2%
PO-00585,Beta_Supplies,29-08-2022,01-09-2022,Office Supplies,Delivered,706,65.33,62.06,60,No,46122.98,3,Aug-22,2308.62,8%
PO-00586,Gamma_Co,20-11-2023,30-11-2023,MRO,Cancelled,169,47.16,43.4,,Yes,7970.04,10,Nov-23,635.44,0%
PO-00587,Gamma_Co,14-11-2022,20-11-2022,Office Supplies,Pending,880,19.15,18.69,,No,16852,6,Nov-22,404.8,0%
PO-00588,Gamma_Co,19-08-2022,25-08-2022,MRO,Delivered,1860,95.8,92.17,105,No,178188,6,Aug-22,6751.8,6%
PO-00589,Delta_Logistics,23-07-2022,09-08-2022,MRO,Delivered,1677,22.98,21.71,246,Yes,38537.46,17,Jul-22,2129.79,15%
PO-00590,Beta_Supplies,31-05-2022,07-06-2022,Packaging,Partially Delivered,1131,97.43,91.28,103,Yes,110193.33,7,May-22,6955.65,9%
PO-00591,Epsilon_Group,26-01-2022,03-02-2022,Raw Materials,Cancelled,1419,50.14,43.46,,Yes,71148.66,8,Jan-22,9478.92,0%
PO-00592,Delta_Logistics,17-02-2022,18-02-2022,Raw Materials,Pending,790,26.8,25.62,115,Yes,21172,1,Feb-22,932.2,15%
PO-00593,Gamma_Co,08-09-2022,27-09-2022,MRO,Pending,1547,61.12,53.43,77,Yes,94552.64,19,Sep-22,11896.43,5%
PO-00594,Delta_Logistics,02-05-2023,20-05-2023,Office Supplies,Cancelled,166,95.65,94.48,23,Yes,15877.9,18,May-23,194.22,14%
PO-00595,Alpha_Inc,18-09-2023,21-09-2023,Electronics,Delivered,1903,83.49,82.33,43,Yes,158881.47,3,Sep-23,2207.48,2%
PO-00596,Delta_Logistics,16-03-2022,29-03-2022,Office Supplies,Partially Delivered,840,83.42,80.35,153,Yes,70072.8,13,Mar-22,2578.8,18%
PO-00597,Delta_Logistics,12-04-2023,,MRO,Delivered,1200,74.49,64.63,161,Yes,89388,-45028,Apr-23,11832,13%
PO-00598,Gamma_Co,01-03-2023,18-03-2023,Raw Materials,Delivered,1466,77.37,70.35,72,Yes,113424.42,17,Mar-23,10291.32,5%
PO-00599,Alpha_Inc,07-10-2023,21-10-2023,Office Supplies,Delivered,1981,95.5,94.39,49,Yes,189185.5,14,Oct-23,2198.91,2%
PO-00600,Gamma_Co,13-08-2023,16-08-2023,Packaging,Delivered,1062,35.55,32.38,,Yes,37754.1,3,Aug-23,3366.54,0%
PO-00601,Alpha_Inc,19-07-2022,30-07-2022,MRO,Delivered,1714,55.67,55.09,42,Yes,95418.38,11,Jul-22,994.12,2%
PO-00602,Alpha_Inc,15-12-2023,30-12-2023,Office Supplies,Delivered,1131,33.35,31.28,23,Yes,37718.85,15,Dec-23,2341.17,2%
PO-00603,Alpha_Inc,29-01-2023,15-02-2023,Office Supplies,Delivered,683,104.82,101.34,,Yes,71592.06,17,Jan-23,2376.84,0%
PO-00604,Gamma_Co,22-05-2023,09-06-2023,Packaging,Partially Delivered,562,102.56,90.88,38,Yes,57638.72,18,May-23,6564.16,7%
PO-00605,Alpha_Inc,14-02-2023,20-02-2023,Electronics,Delivered,1824,14.43,14.11,36,Yes,26320.32,6,Feb-23,583.68,2%
PO-00606,Beta_Supplies,07-09-2022,12-09-2022,Electronics,Partially Delivered,851,76.44,74.76,91,Yes,65050.44,5,Sep-22,1429.68,11%
PO-00607,Beta_Supplies,01-06-2022,03-06-2022,Office Supplies,Delivered,1169,95.6,82.16,103,Yes,111756.4,2,Jun-22,15711.36,9%
PO-00608,Epsilon_Group,03-11-2023,20-11-2023,MRO,Delivered,1711,29.14,26.35,48,Yes,49858.54,17,Nov-23,4773.69,3%
PO-00609,Beta_Supplies,06-12-2023,12-12-2023,Packaging,Pending,1191,68.14,61.71,112,Yes,81154.74,6,Dec-23,7658.13,9%
PO-00610,Epsilon_Group,06-01-2022,14-01-2022,Electronics,Delivered,609,92.39,82.75,29,Yes,56265.51,8,Jan-22,5870.76,5%
PO-00611,Beta_Supplies,20-04-2022,07-05-2022,Office Supplies,Delivered,1674,13.25,11.77,181,Yes,22180.5,17,Apr-22,2477.52,11%
PO-00612,Gamma_Co,12-03-2023,15-03-2023,MRO,Delivered,537,77.86,71.18,20,Yes,41810.82,3,Mar-23,3587.16,4%
PO-00613,Epsilon_Group,13-08-2022,31-08-2022,Electronics,Delivered,1310,38.05,37,45,Yes,49845.5,18,Aug-22,1375.5,3%
PO-00614,Delta_Logistics,30-06-2022,10-07-2022,Raw Materials,Delivered,1958,95.53,91.72,308,Yes,187047.74,10,Jun-22,7459.98,16%
PO-00615,Delta_Logistics,14-12-2023,17-12-2023,Office Supplies,Delivered,946,108.6,101.78,146,Yes,102735.6,3,Dec-23,6451.72,15%
PO-00616,Beta_Supplies,15-06-2023,21-06-2023,Packaging,Partially Delivered,1345,103.06,95.14,,Yes,138615.7,6,Jun-23,10652.4,0%
PO-00617,Delta_Logistics,21-04-2023,10-05-2023,MRO,Delivered,1262,56.63,51.46,,No,71467.06,19,Apr-23,6524.54,0%
PO-00618,Beta_Supplies,21-02-2022,13-03-2022,Office Supplies,Pending,753,88.02,79.92,75,Yes,66279.06,20,Feb-22,6099.3,10%
PO-00619,Beta_Supplies,25-07-2023,14-08-2023,Electronics,Delivered,1520,93.75,81.63,149,Yes,142500,20,Jul-23,18422.4,10%
PO-00620,Delta_Logistics,13-09-2022,02-10-2022,Office Supplies,Delivered,630,40.27,37.54,76,Yes,25370.1,19,Sep-22,1719.9,12%
PO-00621,Delta_Logistics,05-05-2022,06-05-2022,Office Supplies,Delivered,839,86.29,82.51,110,Yes,72397.31,1,May-22,3171.42,13%
PO-00622,Alpha_Inc,13-04-2023,02-05-2023,Electronics,Delivered,910,14.33,14.07,27,Yes,13040.3,19,Apr-23,236.6,3%
PO-00623,Epsilon_Group,17-05-2022,24-05-2022,Raw Materials,Delivered,296,64.94,63.61,,Yes,19222.24,7,May-22,393.68,0%
PO-00624,Beta_Supplies,21-04-2023,05-05-2023,MRO,Delivered,1149,33,30.65,141,Yes,37917,14,Apr-23,2700.15,12%
PO-00625,Delta_Logistics,15-11-2023,16-11-2023,Electronics,Delivered,203,23.14,20,,No,4697.42,1,Nov-23,637.42,0%
PO-00626,Epsilon_Group,28-06-2023,16-07-2023,Office Supplies,Delivered,1729,18.36,16.34,47,Yes,31744.44,18,Jun-23,3492.58,3%
PO-00627,Delta_Logistics,27-07-2023,06-08-2023,Office Supplies,Delivered,1508,79.21,73.27,226,Yes,119448.68,10,Jul-23,8957.52,15%
PO-00628,Delta_Logistics,02-09-2023,15-09-2023,Packaging,Partially Delivered,1046,44.65,40.1,165,No,46703.9,13,Sep-23,4759.3,16%
PO-00629,Alpha_Inc,21-11-2022,24-11-2022,Office Supplies,Delivered,1159,78.99,71.69,14,Yes,91549.41,3,Nov-22,8460.7,1%
PO-00630,Beta_Supplies,30-03-2023,05-04-2023,Electronics,Delivered,746,16.99,15.35,69,No,12674.54,6,Mar-23,1223.44,9%
PO-00631,Beta_Supplies,20-09-2023,06-10-2023,Packaging,Delivered,1358,42.21,38.75,128,Yes,57321.18,16,Sep-23,4698.68,9%
PO-00632,Gamma_Co,01-06-2023,12-06-2023,Office Supplies,Delivered,1293,63.53,59.42,79,Yes,82144.29,11,Jun-23,5314.23,6%
PO-00633,Alpha_Inc,13-03-2023,24-03-2023,Electronics,Delivered,1142,86.85,74.28,30,Yes,99182.7,11,Mar-23,14354.94,3%
PO-00634,Epsilon_Group,16-07-2023,27-07-2023,MRO,Delivered,1120,42.17,37.47,33,Yes,47230.4,11,Jul-23,5264,3%
PO-00635,Alpha_Inc,02-04-2023,14-04-2023,MRO,Delivered,1058,71.3,62.04,,Yes,75435.4,12,Apr-23,9797.08,0%
PO-00636,Epsilon_Group,12-06-2022,,Office Supplies,Delivered,143,91.98,86.02,5,Yes,13153.14,-44724,Jun-22,852.28,3%
PO-00637,Beta_Supplies,02-05-2023,14-05-2023,MRO,Delivered,1823,70.66,66.92,202,Yes,128813.18,12,May-23,6818.02,11%
PO-00638,Gamma_Co,06-04-2023,10-04-2023,Office Supplies,Delivered,1007,33.29,28.48,49,Yes,33523.03,4,Apr-23,4843.67,5%
PO-00639,Gamma_Co,23-09-2022,08-10-2022,Packaging,Delivered,1061,12.68,12.36,56,No,13453.48,15,Sep-22,339.52,5%
PO-00640,Beta_Supplies,11-09-2022,26-09-2022,MRO,Pending,502,91.84,82.33,,Yes,46103.68,15,Sep-22,4774.02,0%
PO-00641,Delta_Logistics,15-10-2023,19-10-2023,Packaging,Delivered,1277,13.17,11.63,199,No,16818.09,4,Oct-23,1966.58,16%
PO-00642,Alpha_Inc,11-10-2022,24-10-2022,Packaging,Delivered,961,92.72,88.49,22,Yes,89103.92,13,Oct-22,4065.03,2%
PO-00643,Gamma_Co,18-06-2023,02-07-2023,Packaging,Delivered,267,62.5,61.18,17,Yes,16687.5,14,Jun-23,352.44,6%
PO-00644,Delta_Logistics,12-05-2023,18-05-2023,Raw Materials,Cancelled,523,102.08,99.59,,Yes,53387.84,6,May-23,1302.27,0%
PO-00645,Epsilon_Group,04-10-2023,23-10-2023,Electronics,Pending,481,90.49,77.17,,Yes,43525.69,19,Oct-23,6406.92,0%
PO-00646,Gamma_Co,02-09-2022,09-09-2022,Office Supplies,Delivered,390,103.81,100.12,20,Yes,40485.9,7,Sep-22,1439.1,5%
PO-00647,Epsilon_Group,09-10-2022,25-10-2022,Packaging,Delivered,600,43.43,38.76,22,Yes,26058,16,Oct-22,2802,4%
PO-00648,Delta_Logistics,27-03-2023,,Office Supplies,Delivered,1685,84.58,75.21,253,No,142517.3,-45012,Mar-23,15788.45,15%
PO-00649,Epsilon_Group,21-03-2022,31-03-2022,Packaging,Cancelled,1362,46.64,42.85,33,Yes,63523.68,10,Mar-22,5161.98,2%
PO-00650,Delta_Logistics,01-01-2024,04-01-2024,Electronics,Pending,1327,59.57,56.44,169,Yes,79049.39,3,Jan-24,4153.51,13%
PO-00651,Epsilon_Group,20-10-2022,,MRO,Delivered,1807,69.47,60,50,Yes,125532.29,-44854,Oct-22,17112.29,3%
PO-00652,Alpha_Inc,29-08-2022,06-09-2022,Office Supplies,Pending,406,91.73,89.13,,Yes,37242.38,8,Aug-22,1055.6,0%
PO-00653,Gamma_Co,06-10-2022,18-10-2022,Raw Materials,Partially Delivered,72,103,89.49,1,No,7416,12,Oct-22,972.72,1%
PO-00654,Gamma_Co,10-12-2022,20-12-2022,Office Supplies,Delivered,1835,83.5,82.36,85,No,153222.5,10,Dec-22,2091.9,5%
PO-00655,Delta_Logistics,24-11-2022,10-12-2022,Electronics,Pending,571,49.98,45.58,,No,28538.58,16,Nov-22,2512.4,0%
PO-00656,Epsilon_Group,08-07-2023,09-07-2023,Packaging,Delivered,1831,52.24,50.44,60,Yes,95651.44,1,Jul-23,3295.8,3%
PO-00657,Beta_Supplies,24-03-2022,07-04-2022,Office Supplies,Pending,1910,77.15,68.49,170,Yes,147356.5,14,Mar-22,16540.6,9%
PO-00658,Gamma_Co,22-05-2022,31-05-2022,Electronics,Partially Delivered,1173,32.12,29.18,,Yes,37676.76,9,May-22,3448.62,0%
PO-00659,Epsilon_Group,04-06-2022,17-06-2022,Packaging,Partially Delivered,851,20.44,19.22,22,Yes,17394.44,13,Jun-22,1038.22,3%
PO-00660,Epsilon_Group,25-08-2022,07-09-2022,MRO,Cancelled,1253,43.38,38.01,34,Yes,54355.14,13,Aug-22,6728.61,3%
PO-00661,Alpha_Inc,28-01-2023,15-02-2023,Electronics,Delivered,1296,38,33.42,33,Yes,49248,18,Jan-23,5935.68,3%
PO-00662,Beta_Supplies,12-12-2023,30-12-2023,Raw Materials,Delivered,1979,40.88,39.46,221,Yes,80901.52,18,Dec-23,2810.18,11%
PO-00663,Gamma_Co,06-06-2022,19-06-2022,Office Supplies,Delivered,811,31.8,30.33,58,Yes,25789.8,13,Jun-22,1192.17,7%
PO-00664,Alpha_Inc,25-12-2023,12-01-2024,Electronics,Delivered,1732,15.37,14.7,38,Yes,26620.84,18,Dec-23,1160.44,2%
PO-00665,Beta_Supplies,08-08-2022,28-08-2022,Packaging,Delivered,491,12.01,11.67,47,Yes,5896.91,20,Aug-22,166.94,10%
PO-00666,Gamma_Co,07-03-2022,11-03-2022,Packaging,Cancelled,1681,99.88,96.38,90,Yes,167898.28,4,Mar-22,5883.5,5%
PO-00667,Alpha_Inc,01-03-2023,05-03-2023,Raw Materials,Partially Delivered,818,51.89,47.85,12,Yes,42446.02,4,Mar-23,3304.72,1%
PO-00668,Beta_Supplies,22-02-2023,05-03-2023,Office Supplies,Delivered,1065,47.49,41.42,113,Yes,50576.85,11,Feb-23,6464.55,11%
PO-00669,Gamma_Co,05-12-2022,17-12-2022,Packaging,Delivered,1398,75.08,67.09,57,Yes,104961.84,12,Dec-22,11170.02,4%
PO-00670,Beta_Supplies,10-07-2023,17-07-2023,Packaging,Delivered,565,32.31,29.76,60,Yes,18255.15,7,Jul-23,1440.75,11%
PO-00671,Epsilon_Group,23-04-2023,06-05-2023,Packaging,Pending,1089,102.66,89.21,33,Yes,111796.74,13,Apr-23,14647.05,3%
PO-00672,Delta_Logistics,02-03-2023,04-03-2023,Electronics,Delivered,841,86.43,83.77,125,No,72687.63,2,Mar-23,2237.06,15%
PO-00673,Delta_Logistics,05-03-2022,16-03-2022,Electronics,Delivered,385,18.23,17.74,,Yes,7018.55,11,Mar-22,188.65,0%
PO-00674,Epsilon_Group,31-07-2022,17-08-2022,Office Supplies,Delivered,1832,49.01,41.86,52,Yes,89786.32,17,Jul-22,13098.8,3%
PO-00675,Beta_Supplies,07-03-2023,27-03-2023,Raw Materials,Delivered,307,95.36,83.63,29,Yes,29275.52,20,Mar-23,3601.11,9%
PO-00676,Epsilon_Group,03-02-2023,08-02-2023,Office Supplies,Delivered,546,101.2,97.82,21,Yes,55255.2,5,Feb-23,1845.48,4%
PO-00677,Delta_Logistics,22-08-2023,11-09-2023,Raw Materials,Delivered,945,57.01,55.14,147,No,53874.45,20,Aug-23,1767.15,16%
PO-00678,Delta_Logistics,14-12-2023,27-12-2023,MRO,Pending,209,72.71,64.34,39,Yes,15196.39,13,Dec-23,1749.33,19%
PO-00679,Beta_Supplies,21-01-2022,,Packaging,Delivered,1548,25.03,22.87,,Yes,38746.44,-44582,Jan-22,3343.68,0%
PO-00680,Delta_Logistics,13-08-2023,23-08-2023,Raw Materials,Delivered,901,108.63,106.3,141,Yes,97875.63,10,Aug-23,2099.33,16%
PO-00681,Epsilon_Group,25-01-2023,11-02-2023,Packaging,Delivered,1737,32.7,31.02,48,Yes,56799.9,17,Jan-23,2918.16,3%
PO-00682,Beta_Supplies,04-05-2023,22-05-2023,Raw Materials,Delivered,1981,102.43,90.99,204,Yes,202913.83,18,May-23,22662.64,10%
PO-00683,Epsilon_Group,07-01-2022,26-01-2022,MRO,Pending,739,68.47,66.09,19,Yes,50599.33,19,Jan-22,1758.82,3%
PO-00684,Beta_Supplies,27-12-2022,28-12-2022,Raw Materials,Delivered,1748,68.25,62.84,171,Yes,119301,1,Dec-22,9456.68,10%
PO-00685,Delta_Logistics,02-11-2022,06-11-2022,Office Supplies,Cancelled,429,58.95,55.35,59,No,25289.55,4,Nov-22,1544.4,14%
PO-00686,Gamma_Co,04-02-2023,,Electronics,Delivered,1618,32.76,28.41,62,Yes,53005.68,-44961,Feb-23,7038.3,4%
PO-00687,Beta_Supplies,06-03-2023,07-03-2023,Packaging,Delivered,1006,27.7,23.66,101,No,27866.2,1,Mar-23,4064.24,10%
PO-00688,Beta_Supplies,06-07-2023,15-07-2023,Electronics,Partially Delivered,740,32.53,29.35,84,Yes,24072.2,9,Jul-23,2353.2,11%
PO-00689,Gamma_Co,14-07-2023,,Raw Materials,Delivered,1500,29.19,27.24,72,Yes,43785,-45121,Jul-23,2925,5%
PO-00690,Delta_Logistics,10-09-2023,29-09-2023,Office Supplies,Cancelled,1686,88.18,77.15,,Yes,148671.48,19,Sep-23,18596.58,0%
PO-00691,Epsilon_Group,14-08-2022,16-08-2022,Raw Materials,Cancelled,1341,42.96,41.75,39,Yes,57609.36,2,Aug-22,1622.61,3%
PO-00692,Alpha_Inc,15-05-2023,21-05-2023,MRO,Cancelled,1908,16.42,15.31,36,Yes,31329.36,6,May-23,2117.88,2%
PO-00693,Gamma_Co,13-08-2022,02-09-2022,MRO,Partially Delivered,1650,100.62,90.45,85,Yes,166023,20,Aug-22,16780.5,5%
PO-00694,Alpha_Inc,07-10-2022,20-10-2022,MRO,Delivered,1490,93.57,81.68,29,Yes,139419.3,13,Oct-22,17716.1,2%
PO-00695,Delta_Logistics,23-03-2023,31-03-2023,Raw Materials,Delivered,1241,100.04,97.56,187,Yes,124149.64,8,Mar-23,3077.68,15%
PO-00696,Beta_Supplies,13-05-2023,17-05-2023,MRO,Delivered,1915,107.51,102.66,184,Yes,205881.65,4,May-23,9287.75,10%
PO-00697,Beta_Supplies,30-01-2022,14-02-2022,Raw Materials,Delivered,1116,25.65,24.28,121,Yes,28625.4,15,Jan-22,1528.92,11%
PO-00698,Delta_Logistics,03-02-2023,08-02-2023,Raw Materials,Delivered,1629,48.63,43.28,260,Yes,79218.27,5,Feb-23,8715.15,16%
PO-00699,Epsilon_Group,11-12-2022,18-12-2022,Office Supplies,Delivered,334,82.54,74.63,,Yes,27568.36,7,Dec-22,2641.94,0%
PO-00700,Epsilon_Group,16-11-2023,06-12-2023,Packaging,Delivered,446,80.63,70.37,,Yes,35960.98,20,Nov-23,4575.96,0%
PO-00701,Delta_Logistics,27-11-2023,,Electronics,Delivered,61,26.47,24.62,6,Yes,1614.67,-45257,Nov-23,112.85,10%
PO-00702,Delta_Logistics,19-02-2023,21-02-2023,Packaging,Delivered,1680,88.85,87.53,,Yes,149268,2,Feb-23,2217.6,0%
PO-00703,Delta_Logistics,19-06-2022,06-07-2022,Electronics,Delivered,1375,30.95,30.02,223,Yes,42556.25,17,Jun-22,1278.75,16%
PO-00704,Delta_Logistics,24-04-2023,05-05-2023,Electronics,Partially Delivered,1971,32.4,30.48,321,Yes,63860.4,11,Apr-23,3784.32,16%
PO-00705,Delta_Logistics,11-05-2022,,Raw Materials,Pending,1326,59.49,56.21,,Yes,78883.74,-44692,May-22,4349.28,0%
PO-00706,Delta_Logistics,30-09-2023,13-10-2023,MRO,Cancelled,548,69.7,61.87,90,Yes,38195.6,13,Sep-23,4290.84,16%
PO-00707,Beta_Supplies,01-07-2023,07-07-2023,MRO,Delivered,803,67.81,61.53,78,Yes,54451.43,6,Jul-23,5042.84,10%
PO-00708,Alpha_Inc,28-01-2022,15-02-2022,MRO,Delivered,84,18.23,15.55,0,Yes,1531.32,18,Jan-22,225.12,0%
PO-00709,Epsilon_Group,08-02-2023,20-02-2023,Packaging,Delivered,776,94.75,90.89,19,Yes,73526,12,Feb-23,2995.36,2%
PO-00710,Alpha_Inc,30-08-2023,08-09-2023,MRO,Delivered,898,37.12,35.54,18,No,33333.76,9,Aug-23,1418.84,2%
PO-00711,Beta_Supplies,01-08-2023,08-08-2023,Office Supplies,Cancelled,139,23.71,20.18,14,Yes,3295.69,7,Aug-23,490.67,10%
PO-00712,Gamma_Co,10-11-2023,,Raw Materials,Delivered,825,99.89,97.65,30,Yes,82409.25,-45240,Nov-23,1848,4%
PO-00713,Alpha_Inc,28-01-2022,07-02-2022,MRO,Delivered,654,96.01,90.31,10,Yes,62790.54,10,Jan-22,3727.8,2%
PO-00714,Gamma_Co,27-03-2022,06-04-2022,MRO,Delivered,1995,88.47,82.65,87,No,176497.65,10,Mar-22,11610.9,4%
PO-00715,Beta_Supplies,21-10-2023,28-10-2023,MRO,Delivered,1019,91.56,77.93,111,No,93299.64,7,Oct-23,13888.97,11%
PO-00716,Epsilon_Group,15-03-2023,31-03-2023,Packaging,Pending,1675,73.8,65.34,42,Yes,123615,16,Mar-23,14170.5,3%
PO-00717,Gamma_Co,19-05-2022,31-05-2022,Raw Materials,Pending,1071,60.77,58.5,,Yes,65084.67,12,May-22,2431.17,0%
PO-00718,Beta_Supplies,18-04-2023,27-04-2023,Office Supplies,Delivered,467,19.17,17.11,49,Yes,8952.39,9,Apr-23,962.02,10%
PO-00719,Delta_Logistics,06-07-2022,25-07-2022,MRO,Pending,164,48.16,47.46,27,Yes,7898.24,19,Jul-22,114.8,16%
PO-00720,Epsilon_Group,21-02-2022,06-03-2022,Electronics,Cancelled,666,43.76,41.13,18,Yes,29144.16,13,Feb-22,1751.58,3%
PO-00721,Delta_Logistics,24-09-2022,07-10-2022,Packaging,Partially Delivered,1976,34.71,31.56,286,No,68586.96,13,Sep-22,6224.4,14%
PO-00722,Epsilon_Group,24-01-2023,29-01-2023,MRO,Delivered,1269,79.61,71.86,47,Yes,101025.09,5,Jan-23,9834.75,4%
PO-00723,Epsilon_Group,02-12-2022,12-12-2022,MRO,Delivered,875,57.63,51.8,16,Yes,50426.25,10,Dec-22,5101.25,2%
PO-00724,Alpha_Inc,05-08-2022,,Packaging,Partially Delivered,1574,17.9,15.85,31,Yes,28174.6,-44778,Aug-22,3226.7,2%
PO-00725,Epsilon_Group,11-04-2023,26-04-2023,Office Supplies,Partially Delivered,1699,32.05,29.34,69,Yes,54452.95,15,Apr-23,4604.29,4%
PO-00726,Alpha_Inc,01-12-2022,17-12-2022,Electronics,Delivered,1566,75.43,71.27,27,Yes,118123.38,16,Dec-22,6514.56,2%
PO-00727,Gamma_Co,12-12-2022,30-12-2022,Electronics,Delivered,1148,17.78,17.16,61,Yes,20411.44,18,Dec-22,711.76,5%
PO-00728,Epsilon_Group,24-01-2023,11-02-2023,Office Supplies,Delivered,462,91.81,83.14,11,Yes,42416.22,18,Jan-23,4005.54,2%
PO-00729,Gamma_Co,12-10-2022,17-10-2022,Packaging,Delivered,1449,57.02,49.28,71,Yes,82621.98,5,Oct-22,11215.26,5%
PO-00730,Epsilon_Group,08-03-2023,27-03-2023,MRO,Delivered,1493,56.98,52.51,43,Yes,85071.14,19,Mar-23,6673.71,3%
PO-00731,Alpha_Inc,16-09-2022,18-09-2022,Office Supplies,Delivered,778,65.85,62.08,,No,51231.3,2,Sep-22,2933.06,0%
